"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"2137","f","f","GO:0055025","positive regulation of cardiac muscle tissue development","3/163","54/23239",0.00646678818855033,0.0350382341852364,0.0240601650498409,"22402/211323/21814",3
"2138","f","f","GO:0060193","positive regulation of lipase activity","3/163","54/23239",0.00646678818855033,0.0350382341852364,0.0240601650498409,"18596/18595/14745",3
"2139","f","f","GO:0018212","peptidyl-tyrosine modification","7/163","312/23239",0.0066101416861069,0.035749949590923,0.0245488880271121,"18596/18595/20377/14600/211323/19122/13649",7
"2140","f","f","GO:0043583","ear development","6/163","237/23239",0.00664999122572994,0.0359003149504986,0.0246521413860011,"22418/241226/21808/14633/17132/329628",6
"2141","f","f","GO:0050880","regulation of blood vessel size","5/163","168/23239",0.00670855302040204,0.0361509728766692,0.0248242639605246,"17390/11475/13649/21814/11609",5
"2142","f","f","GO:0008347","glial cell migration","3/163","55/23239",0.00680513044443257,0.0366052143039875,0.025136183895073,"18858/21808/17181",3
"2143","f","f","GO:0035150","regulation of tube size","5/163","169/23239",0.00687482786413915,0.036652865416425,0.0251689051111022,"17390/11475/13649/21814/11609",5
"2144","f","f","GO:0001573","ganglioside metabolic process","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"20450/20447",2
"2145","f","f","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"13809/11609",2
"2146","f","f","GO:0006688","glycosphingolipid biosynthetic process","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"20450/20447",2
"2147","f","f","GO:0010002","cardioblast differentiation","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"106042/21808",2
"2148","f","f","GO:0010996","response to auditory stimulus","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"20512/18189",2
"2149","f","f","GO:0031643","positive regulation of myelination","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"18053/211323",2
"2150","f","f","GO:0032516","positive regulation of phosphoprotein phosphatase activity","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"18596/11609",2
"2151","f","f","GO:0042249","establishment of planar polarity of embryonic epithelium","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"22418/20377",2
"2152","f","f","GO:0042572","retinol metabolic process","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"13078/19659",2
"2153","f","f","GO:0060572","morphogenesis of an epithelial bud","2/163","18/23239",0.00694928488600005,0.036652865416425,0.0251689051111022,"22418/14633",2
"2154","f","f","GO:0006939","smooth muscle contraction","4/163","108/23239",0.00710647608906004,0.0372698868840804,0.0255926033566416,"72043/109624/11475/54598",4
"2155","f","f","GO:0030516","regulation of axon extension","4/163","108/23239",0.00710647608906004,0.0372698868840804,0.0255926033566416,"22418/20563/108151/211323",4
"2156","f","f","GO:0001736","establishment of planar polarity","3/163","56/23239",0.00715381721399128,0.0372698868840804,0.0255926033566416,"22418/20377/329628",3
"2157","f","f","GO:0006584","catecholamine metabolic process","3/163","56/23239",0.00715381721399128,0.0372698868840804,0.0255926033566416,"67847/21808/11609",3
"2158","f","f","GO:0009712","catechol-containing compound metabolic process","3/163","56/23239",0.00715381721399128,0.0372698868840804,0.0255926033566416,"67847/21808/11609",3
"2159","f","f","GO:0046622","positive regulation of organ growth","3/163","56/23239",0.00715381721399128,0.0372698868840804,0.0255926033566416,"22402/11878/21814",3
"2160","f","f","GO:0051445","regulation of meiotic cell cycle","3/163","56/23239",0.00715381721399128,0.0372698868840804,0.0255926033566416,"22418/54611/230103",3
"2161","f","f","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","4/163","109/23239",0.00733769445154785,0.0380283990706306,0.0261134608948449,"12552/54725/268902/329628",4
"2162","f","f","GO:0072009","nephron epithelium development","4/163","109/23239",0.00733769445154785,0.0380283990706306,0.0261134608948449,"21412/18514/329628/11609",4
"2163","f","f","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","4/163","109/23239",0.00733769445154785,0.0380283990706306,0.0261134608948449,"21809/241226/21808/21814",4
"2164","f","f","GO:0007265","Ras protein signal transduction","8/163","400/23239",0.00740901286743827,0.0383313512933438,0.0263214930816886,"18053/18596/12843/14745/21808/211323/73341/19332",8
"2165","f","f","GO:0007164","establishment of tissue polarity","3/163","57/23239",0.00751292267900381,0.0388015764010942,0.026644388740278,"22418/20377/329628",3
"2166","f","f","GO:0009612","response to mechanical stimulus","5/163","173/23239",0.00756881961127264,0.0388467994405305,0.0266754426394883,"12842/12798/20512/18189/17390",5
"2167","f","f","GO:0035107","appendage morphogenesis","5/163","173/23239",0.00756881961127264,0.0388467994405305,0.0266754426394883,"21386/22418/21808/14633/18514",5
"2168","f","f","GO:0035108","limb morphogenesis","5/163","173/23239",0.00756881961127264,0.0388467994405305,0.0266754426394883,"21386/22418/21808/14633/18514",5
"2169","f","f","GO:0060419","heart growth","4/163","110/23239",0.00757382230702961,0.0388467994405305,0.0266754426394883,"22402/21808/21814/11609",4
"2170","f","f","GO:0032930","positive regulation of superoxide anion generation","2/163","19/23239",0.00773128934114771,0.0394507572544866,0.0270901702941441,"13649/14825",2
"2171","f","f","GO:0042438","melanin biosynthetic process","2/163","19/23239",0.00773128934114771,0.0394507572544866,0.0270901702941441,"22418/24136",2
"2172","f","f","GO:1905276","regulation of epithelial tube formation","2/163","19/23239",0.00773128934114771,0.0394507572544866,0.0270901702941441,"22418/20377",2
"2173","f","f","GO:0008544","epidermis development","7/163","322/23239",0.00779910584122549,0.0396609819229556,0.0272345280318706,"18053/22418/16011/21808/16826/14633/13649",7
"2174","f","f","GO:0018209","peptidyl-serine modification","7/163","322/23239",0.00779910584122549,0.0396609819229556,0.0272345280318706,"22418/14586/18189/381290/12111/13649/215653",7
"2175","f","f","GO:2001233","regulation of apoptotic signaling pathway","8/163","404/23239",0.00784382515838279,0.0398204411788428,0.0273440260161322,"18053/18858/11783/20583/20377/21808/69660/11609",8
"2176","f","f","GO:0090183","regulation of kidney development","3/163","58/23239",0.00788251788444105,0.0399488151286298,0.0274321782444565,"18596/329628/11609",3
"2177","f","f","GO:0042476","odontogenesis","4/163","112/23239",0.0080609745381219,0.0407838779687662,0.0280056018266625,"18053/12842/18595/14633",4
"2178","f","f","GO:0001755","neural crest cell migration","3/163","59/23239",0.00826267078907778,0.0414524561472252,0.028464703196823,"18187/24136/108151",3
"2179","f","f","GO:0030837","negative regulation of actin filament polymerization","3/163","59/23239",0.00826267078907778,0.0414524561472252,0.028464703196823,"20563/20742/242553",3
"2180","f","f","GO:0032722","positive regulation of chemokine production","3/163","59/23239",0.00826267078907778,0.0414524561472252,0.028464703196823,"22418/77125/50706",3
"2181","f","f","GO:0046850","regulation of bone remodeling","3/163","59/23239",0.00826267078907778,0.0414524561472252,0.028464703196823,"20377/234515/13649",3
"2182","f","f","GO:0048286","lung alveolus development","3/163","59/23239",0.00826267078907778,0.0414524561472252,0.028464703196823,"21809/16011/21412",3
"2183","f","f","GO:1901216","positive regulation of neuron death","4/163","113/23239",0.00831208158790814,0.0416302573646492,0.0285867962970251,"18053/22418/21808/19122",4
"2184","f","f","GO:0070374","positive regulation of ERK1 and ERK2 cascade","6/163","249/23239",0.00838186873100261,0.0419093436550131,0.0287784401502456,"18189/18596/18595/11475/17289/13649",6
"2185","f","f","GO:2001235","positive regulation of apoptotic signaling pathway","5/163","178/23239",0.00850315241059924,0.0424445463711654,0.029145954837706,"18053/11783/20377/21808/11609",5
"2186","f","f","GO:0048557","embryonic digestive tract morphogenesis","2/163","20/23239",0.00855101508976898,0.0425409431844934,0.029212148905212,"18595/21412",2
"2187","f","f","GO:0072148","epithelial cell fate commitment","2/163","20/23239",0.00855101508976898,0.0425409431844934,0.029212148905212,"11819/11878",2
"2188","f","f","GO:0046847","filopodium assembly","3/163","60/23239",0.00865344631548402,0.042978783366904,0.0295128063812297,"21809/18189/22240",3
"2189","f","f","GO:0001764","neuron migration","5/163","179/23239",0.00869917267294777,0.043062349776386,0.0295701900265964,"18187/11819/11878/211323/17181",5
"2190","f","f","GO:0007219","Notch signaling pathway","5/163","179/23239",0.00869917267294777,0.043062349776386,0.0295701900265964,"20583/50706/21808/268902/329628",5
"2191","f","f","GO:0000187","activation of MAPK activity","4/163","115/23239",0.00882956015845861,0.0435630617089514,0.0299140204741086,"21809/22418/14745/14600",4
"2192","f","f","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/163","115/23239",0.00882956015845861,0.0435630617089514,0.0299140204741086,"18053/11783/12364/12828",4
"2193","f","f","GO:0070372","regulation of ERK1 and ERK2 cascade","7/163","330/23239",0.00885868072005178,0.0436344934640567,0.0299630714567737,"18189/18596/100952/18595/11475/17289/13649",7
"2194","f","f","GO:0019748","secondary metabolic process","3/163","61/23239",0.00905490639940415,0.0443809557076059,0.0304756545021497,"22418/13078/24136",3
"2195","f","f","GO:2000736","regulation of stem cell differentiation","3/163","61/23239",0.00905490639940415,0.0443809557076059,0.0304756545021497,"18595/106042/21808",3
"2196","f","f","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","3/163","61/23239",0.00905490639940415,0.0443809557076059,0.0304756545021497,"20377/21808/11609",3
"2197","f","f","GO:0110053","regulation of actin filament organization","6/163","254/23239",0.00919133426386117,0.0449756586310448,0.0308840269794246,"21809/20563/14745/56193/20742/242553",6
"2198","f","f","GO:0010769","regulation of cell morphogenesis involved in differentiation","7/163","333/23239",0.00928209019345909,0.0453452930762428,0.0311378487249085,"22418/24136/50706/20563/108151/268902/211323",7
"2199","f","f","GO:0051403","stress-activated MAPK cascade","6/163","255/23239",0.009359704290647,0.0453568937537297,0.031145814714677,"22418/24136/20377/21808/13649/215653",6
"2200","f","f","GO:0003073","regulation of systemic arterial blood pressure","4/163","117/23239",0.00936765507020617,0.0453568937537297,0.031145814714677,"50706/13809/11819/11609",4
"2201","f","f","GO:0003433","chondrocyte development involved in endochondral bone morphogenesis","2/163","21/23239",0.00940790118403882,0.0453568937537297,0.031145814714677,"12833/17181",2
"2202","f","f","GO:0006582","melanin metabolic process","2/163","21/23239",0.00940790118403882,0.0453568937537297,0.031145814714677,"22418/24136",2
"2203","f","f","GO:0031290","retinal ganglion cell axon guidance","2/163","21/23239",0.00940790118403882,0.0453568937537297,0.031145814714677,"20563/268902",2
"2204","f","f","GO:0045683","negative regulation of epidermis development","2/163","21/23239",0.00940790118403882,0.0453568937537297,0.031145814714677,"18053/21808",2
"2205","f","f","GO:1903055","positive regulation of extracellular matrix organization","2/163","21/23239",0.00940790118403882,0.0453568937537297,0.031145814714677,"100952/21808",2
"2206","f","f","GO:0003229","ventricular cardiac muscle tissue development","3/163","62/23239",0.00946711003853017,0.0453568937537297,0.031145814714677,"21386/21808/21814",3
"2207","f","f","GO:0006801","superoxide metabolic process","3/163","62/23239",0.00946711003853017,0.0453568937537297,0.031145814714677,"13649/23876/14825",3
"2208","f","f","GO:0021695","cerebellar cortex development","3/163","62/23239",0.00946711003853017,0.0453568937537297,0.031145814714677,"18189/14633/11609",3
"2209","f","f","GO:0048678","response to axon injury","3/163","62/23239",0.00946711003853017,0.0453568937537297,0.031145814714677,"17390/17181/22240",3
"2210","f","f","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","3/163","62/23239",0.00946711003853017,0.0453568937537297,0.031145814714677,"21809/100952/21808",3
"2211","f","f","GO:0001889","liver development","4/163","118/23239",0.00964453046035309,0.0461327460222347,0.0316785793949927,"72043/19242/54725/21814",4
"2212","f","f","GO:0050806","positive regulation of synaptic transmission","7/163","337/23239",0.00986949472835135,0.0468561808508949,0.0321753499025573,"18053/20512/18189/14802/20979/19122/13649",7
"2213","f","f","GO:0034599","cellular response to oxidative stress","6/163","258/23239",0.00987804025380788,0.0468561808508949,0.0321753499025573,"18053/19272/13078/18595/13649/23876",6
"2214","f","f","GO:0009880","embryonic pattern specification","3/163","63/23239",0.00989011334067548,0.0468561808508949,0.0321753499025573,"21386/22418/18187",3
"2215","f","f","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","3/163","63/23239",0.00989011334067548,0.0468561808508949,0.0321753499025573,"21809/100952/21814",3
"2216","f","f","GO:0032233","positive regulation of actin filament bundle assembly","3/163","63/23239",0.00989011334067548,0.0468561808508949,0.0321753499025573,"21809/14745/56193",3
"2217","f","f","GO:0043949","regulation of cAMP-mediated signaling","3/163","63/23239",0.00989011334067548,0.0468561808508949,0.0321753499025573,"381290/14745/54611",3
"2218","f","f","GO:0046328","regulation of JNK cascade","5/163","186/23239",0.0101596074817798,0.0477420683710372,0.0327836739361696,"22418/24136/20377/13649/215653",5
"2219","f","f","GO:0014065","phosphatidylinositol 3-kinase signaling","4/163","120/23239",0.0102141258085158,0.0477420683710372,0.0327836739361696,"18596/21808/211323/13649",4
"2220","f","f","GO:0003418","growth plate cartilage chondrocyte differentiation","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"12833/17181",2
"2221","f","f","GO:0014912","negative regulation of smooth muscle cell migration","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"16011/20563",2
"2222","f","f","GO:0032897","negative regulation of viral transcription","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"23947/66141",2
"2223","f","f","GO:0044851","hair cycle phase","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"22418/21808",2
"2224","f","f","GO:0046597","negative regulation of viral entry into host cell","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"23947/66141",2
"2225","f","f","GO:0048857","neural nucleus development","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"18028/11878",2
"2226","f","f","GO:0060390","regulation of SMAD protein signal transduction","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"21809/20742",2
"2227","f","f","GO:0070230","positive regulation of lymphocyte apoptotic process","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"22418/21808",2
"2228","f","f","GO:0070841","inclusion body assembly","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"18858/67847",2
"2229","f","f","GO:0071711","basement membrane organization","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"17385/18858",2
"2230","f","f","GO:0072574","hepatocyte proliferation","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"72043/19242",2
"2231","f","f","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","2/163","22/23239",0.0103013926048916,0.0477420683710372,0.0327836739361696,"72043/19242",2
"2232","f","f","GO:0019932","second-messenger-mediated signaling","8/163","425/23239",0.0104491120506665,0.0483514812282394,0.0332021474771096,"381290/14745/54611/211323/19122/13649/230103/54598",8
"2233","f","f","GO:0061008","hepaticobiliary system development","4/163","121/23239",0.0105069195473484,0.0485435972885242,0.0333340703387111,"72043/19242/54725/21814",4
"2234","f","f","GO:0060425","lung morphogenesis","3/163","65/23239",0.0107687292007834,0.0494610980867099,0.0339641026776984,"18028/18595/21412",3
"2235","f","f","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","3/163","65/23239",0.0107687292007834,0.0494610980867099,0.0339641026776984,"21809/100952/21814",3
"2236","f","f","GO:1902903","regulation of supramolecular fiber organization","7/163","343/23239",0.01080094868081,0.0494610980867099,0.0339641026776984,"21809/100952/20563/14745/56193/20742/242553",7
"2237","f","f","GO:0002761","regulation of myeloid leukocyte differentiation","4/163","122/23239",0.0108050922330363,0.0494610980867099,0.0339641026776984,"20377/234515/19659/215653",4
"2238","f","f","GO:0010921","regulation of phosphatase activity","4/163","122/23239",0.0108050922330363,0.0494610980867099,0.0339641026776984,"18596/21808/56193/11609",4
"2239","f","f","GO:0048640","negative regulation of developmental growth","4/163","122/23239",0.0108050922330363,0.0494610980867099,0.0339641026776984,"22418/20377/20563/108151",4
"2240","g","g","GO:0048608","reproductive structure development","20/220","445/23239",1.01619775616989e-08,2.03301894062143e-05,1.51012727664829e-05,"12505/18799/13982/16000/17977/12192/22762/16952/381157/56484/26927/12168/20317/19116/56213/20720/16410/56312/16323/11835",20
"2241","g","g","GO:0061458","reproductive system development","20/220","449/23239",1.18027224419241e-08,2.03301894062143e-05,1.51012727664829e-05,"12505/18799/13982/16000/17977/12192/22762/16952/381157/56484/26927/12168/20317/19116/56213/20720/16410/56312/16323/11835",20
"2242","g","g","GO:0062013","positive regulation of small molecule metabolic process","11/220","144/23239",1.32439178053716e-07,0.000152084322798351,0.000112968295385468,"18519/18799/16000/16952/53322/14164/13132/56490/56458/98496/26874",11
"2243","g","g","GO:0043900","regulation of multi-organism process","17/220","392/23239",2.24592839020036e-07,0.000168959523422646,0.000125503201112353,"16859/103213/16000/14595/23962/107607/12801/22695/209200/80876/16852/56213/76303/50915/16410/16323/11835",17
"2244","g","g","GO:0050678","regulation of epithelial cell proliferation","16/220","349/23239",2.45224272021258e-07,0.000168959523422646,0.000125503201112353,"12444/13982/16000/12192/67866/14595/14164/22695/12168/20317/56213/19206/13132/21825/12571/11835",16
"2245","g","g","GO:0010876","lipid localization","16/220","361/23239",3.85679008631393e-07,0.000199036855855987,0.000147844655591141,"14667/11303/56745/16952/53322/76184/18779/19206/13132/76303/108116/16410/79196/21825/16323/217262",16
"2246","g","g","GO:0032102","negative regulation of response to external stimulus","15/220","319/23239",4.27024674102465e-07,0.000199036855855987,0.000147844655591141,"16859/12505/56745/67866/11747/12527/53322/22695/20317/56213/20720/72828/210029/21825/26874",15
"2247","g","g","GO:0006869","lipid transport","15/220","323/23239",5.00047630363196e-07,0.000199036855855987,0.000147844655591141,"11303/56745/16952/53322/76184/18779/19206/13132/76303/108116/16410/79196/21825/16323/217262",15
"2248","g","g","GO:0019216","regulation of lipid metabolic process","15/220","324/23239",5.1998017495033e-07,0.000199036855855987,0.000147844655591141,"57875/13982/16000/16952/226849/70461/53322/14164/12520/13653/12801/21833/13132/56490/26874",15
"2249","g","g","GO:0030850","prostate gland development","7/220","53/23239",6.59643262691223e-07,0.000225718028586165,0.000167663441293398,"12505/13982/16000/16952/20317/19116/11835",7
"2250","g","g","GO:0010035","response to inorganic substance","18/220","478/23239",7.72908458340517e-07,0.000225718028586165,0.000167663441293398,"18799/19141/14281/16952/73649/11747/17748/12955/66725/320404/56484/19206/53945/16410/22068/21825/56458/20657",18
"2251","g","g","GO:0035265","organ growth","12/220","209/23239",7.86245672869081e-07,0.000225718028586165,0.000167663441293398,"11749/13982/16000/24064/22762/12816/14164/77446/19116/21825/11835/23966",12
"2252","g","g","GO:0042060","wound healing","15/220","345/23239",1.14312049260937e-06,0.000302926930541483,0.000225014244334687,"12505/56745/16000/67866/16952/11747/14595/12527/14456/27973/23972/20720/72828/74012/21825",15
"2253","g","g","GO:0009615","response to virus","13/220","262/23239",1.41089244912339e-06,0.000347180320516434,0.000257885679986388,"16859/26943/16362/103213/16155/15976/23962/54445/209200/56048/80876/76933/56213",13
"2254","g","g","GO:1901652","response to peptide","15/220","353/23239",1.51922591632517e-06,0.000348915552116014,0.000259174610707824,"18519/18799/16362/16000/12192/19141/16952/11747/53322/107607/13653/56484/50915/56458/98496",15
"2255","g","g","GO:0050673","epithelial cell proliferation","16/220","412/23239",2.18052092539158e-06,0.000469493411748374,0.000348739892738614,"12444/13982/16000/12192/67866/14595/14164/22695/12168/20317/56213/19206/13132/21825/12571/11835",16
"2256","g","g","GO:0007596","blood coagulation","10/220","157/23239",2.62658248971718e-06,0.000532269216298569,0.00039536978529427,"56745/11747/12527/14456/27973/23972/20720/72828/74012/21825",10
"2257","g","g","GO:0007599","hemostasis","10/220","159/23239",2.94352912378997e-06,0.000549092142101588,0.000407865861263146,"56745/11747/12527/14456/27973/23972/20720/72828/74012/21825",10
"2258","g","g","GO:0050817","coagulation","10/220","161/23239",3.29319691238818e-06,0.000549092142101588,0.000407865861263146,"56745/11747/12527/14456/27973/23972/20720/72828/74012/21825",10
"2259","g","g","GO:0061045","negative regulation of wound healing","7/220","67/23239",3.32660899829136e-06,0.000549092142101588,0.000407865861263146,"56745/67866/11747/12527/20720/72828/21825",7
"2260","g","g","GO:0052548","regulation of endopeptidase activity","14/220","329/23239",3.36295716368632e-06,0.000549092142101588,0.000407865861263146,"12505/21859/16000/19141/14456/12955/107607/26927/76933/20317/16913/20720/21825/66222",14
"2261","g","g","GO:0009611","response to wounding","17/220","479/23239",3.50653907873293e-06,0.000549092142101588,0.000407865861263146,"12505/56745/16000/12192/67866/16952/11747/14595/12527/14456/22695/27973/23972/20720/72828/74012/21825",17
"2262","g","g","GO:0062012","regulation of small molecule metabolic process","14/220","333/23239",3.86597957791006e-06,0.000579056506343485,0.000430123402924456,"18519/18799/56745/16000/16952/53322/14164/13653/12801/13132/56490/56458/98496/26874",14
"2263","g","g","GO:0061041","regulation of wound healing","9/220","130/23239",4.23836026720352e-06,0.000608381296688172,0.000451905868840867,"56745/67866/16952/11747/12527/27973/20720/72828/21825",9
"2264","g","g","GO:2000241","regulation of reproductive process","10/220","167/23239",4.56751534598878e-06,0.000629403614677254,0.00046752125499363,"13982/16000/22762/14595/12801/20317/50915/56312/16323/11835",10
"2265","g","g","GO:0001655","urogenital system development","14/220","340/23239",4.90929847839751e-06,0.00065048204838767,0.000483178323926492,"12505/13982/16000/16952/18027/11746/66725/14164/13653/381157/20317/19116/19206/11835",14
"2266","g","g","GO:0090331","negative regulation of platelet aggregation","4/220","13/23239",5.22620573858267e-06,0.000666825139608048,0.000495317978576782,"56745/12527/20720/72828",4
"2267","g","g","GO:0030195","negative regulation of blood coagulation","6/220","48/23239",5.92051024697801e-06,0.0007245129288699,0.000538168491355199,"56745/11747/12527/20720/72828/21825",6
"2268","g","g","GO:1900047","negative regulation of hemostasis","6/220","49/23239",6.69366177332478e-06,0.0007245129288699,0.000538168491355199,"56745/11747/12527/20720/72828/21825",6
"2269","g","g","GO:0070838","divalent metal ion transport","16/220","452/23239",7.06934756531412e-06,0.0007245129288699,0.000538168491355199,"11749/16000/16438/14456/319239/30791/23844/12296/66395/53945/16410/14579/22068/72828/109676/70701",16
"2270","g","g","GO:0034110","regulation of homotypic cell-cell adhesion","5/220","29/23239",7.16928102736105e-06,0.0007245129288699,0.000538168491355199,"56745/12527/16852/20720/72828",5
"2271","g","g","GO:0043434","response to peptide hormone","13/220","304/23239",7.18076993296226e-06,0.0007245129288699,0.000538168491355199,"18519/18799/16362/16000/12192/16952/11747/53322/13653/56484/50915/56458/98496",13
"2272","g","g","GO:0060736","prostate gland growth","4/220","14/23239",7.26240986586519e-06,0.0007245129288699,0.000538168491355199,"13982/16000/19116/11835",4
"2273","g","g","GO:0050819","negative regulation of coagulation","6/220","50/23239",7.54672593107089e-06,0.0007245129288699,0.000538168491355199,"56745/11747/12527/20720/72828/21825",6
"2274","g","g","GO:0052547","regulation of peptidase activity","15/220","403/23239",7.59511984333756e-06,0.0007245129288699,0.000538168491355199,"12505/21859/16000/19141/67866/14456/12955/107607/26927/76933/20317/16913/20720/21825/66222",15
"2275","g","g","GO:0072511","divalent inorganic cation transport","16/220","455/23239",7.67869397383143e-06,0.0007245129288699,0.000538168491355199,"11749/16000/16438/14456/319239/30791/23844/12296/66395/53945/16410/14579/22068/72828/109676/70701",16
"2276","g","g","GO:0030193","regulation of blood coagulation","7/220","76/23239",7.78141607204246e-06,0.0007245129288699,0.000538168491355199,"56745/11747/12527/27973/20720/72828/21825",7
"2277","g","g","GO:1900046","regulation of hemostasis","7/220","77/23239",8.49135079929082e-06,0.000769807986935707,0.000571813678478559,"56745/11747/12527/27973/20720/72828/21825",7
"2278","g","g","GO:1904019","epithelial cell apoptotic process","8/220","108/23239",8.87785261971223e-06,0.000784210314741247,0.000582511733293399,"57875/16000/12192/14456/22695/56484/12168/21825",8
"2279","g","g","GO:1901653","cellular response to peptide","12/220","266/23239",9.50785945898191e-06,0.000799693473617807,0.00059401262985712,"18519/16362/16000/12192/19141/11747/53322/107607/56484/50915/56458/98496",12
"2280","g","g","GO:0035456","response to interferon-beta","6/220","52/23239",9.5173969283977e-06,0.000799693473617807,0.00059401262985712,"16362/15976/327959/15944/80876/55932",6
"2281","g","g","GO:0050818","regulation of coagulation","7/220","80/23239",1.09509892356136e-05,0.00089824185515926,0.000667214406811446,"56745/11747/12527/27973/20720/72828/21825",7
"2282","g","g","GO:0032368","regulation of lipid transport","8/220","112/23239",1.16099448536416e-05,0.000930145581878959,0.00069091250769162,"11303/56745/53322/18779/19206/13132/16410/21825",8
"2283","g","g","GO:1903035","negative regulation of response to wounding","7/220","82/23239",1.28977361248596e-05,0.00100983411250321,0.000750105179893149,"56745/67866/11747/12527/20720/72828/21825",7
"2284","g","g","GO:0007162","negative regulation of cell adhesion","12/220","276/23239",1.37579046471494e-05,0.00105324403354288,0.000782350086484684,"16859/12505/56745/16362/16952/18845/12527/16852/20720/72828/21825/54712",12
"2285","g","g","GO:0045834","positive regulation of lipid metabolic process","9/220","151/23239",1.43083633808329e-05,0.00107157199667325,0.00079596410477814,"57875/16000/16952/53322/14164/12520/13132/56490/26874",9
"2286","g","g","GO:1904035","regulation of epithelial cell apoptotic process","7/220","85/23239",1.6348391742195e-05,0.00119748915634103,0.000889495420996118,"57875/16000/12192/14456/22695/56484/21825",7
"2287","g","g","GO:1903707","negative regulation of hemopoiesis","9/220","154/23239",1.67481227864959e-05,0.00119748915634103,0.000889495420996118,"12505/16362/12192/16952/72147/320404/22695/72828/12571",9
"2288","g","g","GO:0000302","response to reactive oxygen species","10/220","194/23239",1.70325017883049e-05,0.00119748915634103,0.000889495420996118,"14281/16952/12955/66725/56484/16410/22068/21825/56458/20657",10
"2289","g","g","GO:0071774","response to fibroblast growth factor","7/220","88/23239",2.05286717407693e-05,0.00140073346824581,0.00104046537661158,"12505/12192/24064/14164/22695/15936/21825",7
"2290","g","g","GO:0031331","positive regulation of cellular catabolic process","13/220","336/23239",2.07504654811815e-05,0.00140073346824581,0.00104046537661158,"16000/12227/12192/66725/12520/107607/22695/15944/209200/13132/56490/56458/26874",13
"2291","g","g","GO:0010544","negative regulation of platelet activation","4/220","18/23239",2.15497456653201e-05,0.00140073346824581,0.00104046537661158,"56745/12527/20720/72828",4
"2292","g","g","GO:0034111","negative regulation of homotypic cell-cell adhesion","4/220","18/23239",2.15497456653201e-05,0.00140073346824581,0.00104046537661158,"56745/12527/20720/72828",4
"2293","g","g","GO:0051346","negative regulation of hydrolase activity","14/220","393/23239",2.49395872779857e-05,0.00159105329949372,0.00118183502286127,"57875/12505/21859/16000/24064/67866/16952/14456/12955/66725/20317/20720/21825/66222",14
"2294","g","g","GO:1903708","positive regulation of hemopoiesis","10/220","204/23239",2.62475587527671e-05,0.00161791979887238,0.00120179146927164,"16859/16362/12192/14281/16952/72147/14456/320404/56484/16323",10
"2295","g","g","GO:1903034","regulation of response to wounding","9/220","163/23239",2.63000025360968e-05,0.00161791979887238,0.00120179146927164,"56745/67866/16952/11747/12527/27973/20720/72828/21825",9
"2296","g","g","GO:1903706","regulation of hemopoiesis","14/220","396/23239",2.71081275526912e-05,0.00163837718278984,0.0012169872221716,"16859/12505/16362/12192/14281/16952/72147/14456/320404/22695/56484/72828/12571/16323",14
"2297","g","g","GO:0045785","positive regulation of cell adhesion","14/220","399/23239",2.94407931534708e-05,0.00174868159333977,0.00129892138214315,"16859/12505/16362/16000/67896/16952/320404/56048/16852/13132/246707/16410/21825/12571",14
"2298","g","g","GO:0090330","regulation of platelet aggregation","4/220","20/23239",3.36168531487901e-05,0.00196288235758614,0.00145802979491006,"56745/12527/20720/72828",4
